DOI,Abstract
10.1111/risa.14194,"To explore whether climate risk (CR) affects renewable energy technological innovation (RETI) and its boundary conditions, this study examines the relationship between CR and RETI as moderated by institutional environment. Based on panel data of 60 countries for the period 2000-2019, we show that CR is not conducive to RETI, and that its negative marginal impact shows an inverted U-shaped trend with the improvement of RETI. Heterogeneity analysis shows that floods and storms have the greatest negative impacts on RETI, and that innovations in solar and wind energy technologies are more vulnerable to the adverse shocks of CR. Furthermore, CR has a greater adverse effect on RETI in developing countries than in developed countries. However, the institutional environment, especially the economic institutional environment, can work to mitigate the negative effect of CR on RETI. Our findings not only enrich the research on the economic consequences of CR but also provide effective ways to mitigate the adverse impact of CR on RETI from the perspective of institutional environment."
10.1038/s41586-021-04283-8,"Macro-economic assessments of climate impacts lack an analysis of the distribution of daily rainfall, which can resolve both complex societal impact channels and anthropogenically forced changes(1-6). Here, using a global panel of subnational economic output for 1,554 regions worldwide over the past 40 years, we show that economic growth rates are reduced by increases in the number of wet days and in extreme daily rainfall, in addition to responding nonlinearly to the total annual and to the standardized monthly deviations of rainfall. Furthermore, high-income nations and the services and manufacturing sectors are most strongly hindered by both measures of daily rainfall, complementing previous work that emphasized the beneficial effects of additional total annual rainfall in low-income, agriculturally dependent economies(4,7). By assessing the distribution of rainfall at multiple timescales and the effects on different sectors, we uncover channels through which climatic conditions can affect the economy. These results suggest that anthropogenic intensification of daily rainfall extremes(8-10) will have negative global economic consequences that require further assessment by those who wish to evaluate the costs of anthropogenic climate change."
10.1111/joes.12651,"Climate change-driven extreme heat events pose a major threat to urban expansion globally. This study evaluates the relationship between extreme heat and housing prices utilizing panel data from Chinese cities between 2009 and 2019. Our findings indicate a significant negative correlation between housing prices and extreme temperatures. Specifically, we observe a 0.1% reduction in housing prices for each additional day per year with temperatures surpassing 35 degrees C. This research evaluates two primary mechanisms underpinning this finding. Firstly, our analysis demonstrates a decline in labor inflows to cities experiencing extreme heat, with a particularly significant effect on the influx of high-skilled workers. In addition, existing residents in these hotter urban environments exhibit reduced home-buying intentions and reduced proclivity for long-term residency, coupled with higher living costs. Secondly, our findings indicate that extreme heat acts as a deterrent to firm entry, thereby further suppressing housing demand. This study contributes valuable empirical insights into the capitalization of climate risk in housing markets, with a specific emphasis on the effect of extreme heat. Moreover, it highlights the urgent necessity for the development and implementation of sustainable adaptation strategies to reduce the negative effects of evolving climatic conditions."
10.3390/ijerph19052523,"Background: The long-term effect of abnormal climate on cognitive function and socioeconomic status remains elusive. We explored the association between prenatal exposure to climate anomaly and adulthood cognitive function and job reputation. Methods: We obtained repeated cognitive and job reputation measurements from 17,105 subjects for the years 2010, 2014, and 2018, and ascertained their birth date and other covariates. We used sea surface temperature (SST) anomalies in the Southern Pacific Ocean as the indicator for global climate anomaly in the main analyses. We calculated its averaged values for different gestational periods and analyzed its possible nonlinear associations with adulthood cognitive function and job reputation. We also calculated associated economic loss due to prenatal exposure to abnormal climate. Results: We found an inverted U-shaped curve between climate anomaly and adulthood cognition. During the entire pregnancy, for SST anomalies increasing/decreasing 1 degrees C from 0 degrees C, newborn individuals will have adulthood cognition (measured by math test) changed by -2.09% (95% confidence interval (CI): -2.31%, -1.88%) and -3.98% (95% CI: -4.32%, -3.65%), respectively. We observed a similar inverted U-shaped pattern for cognitive function measured by word test and job reputation. Such an association is likely to be mediated by regional meteorological conditions, not local ones. Subgroup analyses identified females and people from less-developed regions as even more vulnerable to prenatal abnormal climate, finding an interactive effect with other social factors. The economic loss was assessed as the salary reduction due to declined cognition among all newborn individuals in China. For SST anomalies increasing/decreasing by 1 degrees C from 0 degrees C, individuals born each year in China would earn 0.33 (95% CI: 0.40, 0.25) and 1.09 (95% CI: 1.23, 0.94) billion U.S. dollars equivalent less in their annual salary at adulthood because of lowered cognitive function, respectively. Conclusion: Prenatal exposure to abnormal global climate patterns can result in declined adulthood cognitive function, lowered job reputation, and subsequent economic loss."
10.1016/j.jcorpfin.2020.101743,"Motivated by the prevalence of corporate sustainability and the rise of uncertainty at the national level, we investigate the impact of three sources of uncertainty; namely, economic policy, climate change, and political instability, on firms' sustainability performance. Using a sample of 6804 firms from 72 countries spanning 15 years, our study revealed that uncertainty due to climate change, economic policy, and political instability negatively affects firms' sustainability performance. This finding is in line with the real options theory that uncertainty in an external environment discourages firms' long-term investment (e.g. investment in corporate sustainability). In addition, the results show that the option for delay in sustainability investment moderated the relation between uncertainty at the national level and firms' sustainability performance. Firms with better sustainability performance had higher firm value when facing uncertainty. Interestingly, firms with higher profitability performed better in sustainability when facing uncertainty at the national level."
10.1073/pnas.1813951115,"Different regions of the world have had different historical patterns of emissions of carbon dioxide, other greenhouse gases, and aerosols as well as different land-use changes. One can estimate the net cumulative contribution by each region to the global mean radiative forcing due to past greenhouse gas emissions, aerosol precursors, and carbon dioxide from land-use changes. Several patterns stand out from such calculations. Some regions have had a common historical pattern in which the short-term offsets between the radiative forcings from carbon dioxide and sulfate aerosols temporarily led to near-zero radiative forcing during periods of exponential emissions growth with few emission controls. This happened for North America and Europe in the mid-20th century and China in the 1990s and 2000s. However, these same periods lead to a commitment to future radiative forcing from the carbon dioxide and other greenhouse gases that stay in the atmosphere long after the aerosols. For every region, this commitment to future radiative forcing (2018-2100) from emissions already in the atmosphere is larger than the cumulative radiative forcing to date (1900-2017). This comparison again highlights how the full radiative forcing from greenhouse gases is unmasked once the aerosol emissions are reduced to improve air quality. The relative contributions from various regions to global climate forcing depends more on the time the contributions are compared (e.g., now or 2100) and future development scenarios than on whether cumulative radiative forcing, ocean heat content, or temperature is used to compare regional contributions."
10.1093/ajae/aaw042,"Large rural-urban wage gaps observed in many developing countries are suggestive of barriers to migration that keep potential migrants in rural areas. Using long panel data spanning nearly two decades, I study the extent to which migration rates are constrained by liquidity constraints in rural Tanzania. The analysis begins by quantifying the impact of weather variation on household welfare. The results show how household consumption co-moves with temperature, rendering households vulnerable to local weather events. These temperature-induced income shocks are then found to inhibit long-term migration among men, thus preventing them from tapping into the opportunities brought about by geographical mobility."
10.1016/j.ecolecon.2022.107627,"More frequent and punctuated severe events such as dry spells are among the more salient manifestations of climate change. Because dry spells often co-occur both with heat waves and with longer-term agricultural drought and their effects may interact, understanding the effects of dry spells and heat waves requires a multi-timescale and multi-stressor perspective. Using a global panel of daily precipitation and temperature from 1979 to 2016, we provide evidence that 4-5 week dry spells that occur during the hottest part of the year depress growth in aggregate crop production. The effects of these extreme events are modified by existing drought, aridity, and by heat waves. Our findings, focused on punctuated events, multiple stressors, and aggregate crop production across the globe, complement prior investigations focused solely on longer-term phenomena, those that study extreme heat or precipitation in isolation, and studies that restrict attention to a small number of crops or locations."
10.3390/geosciences9100411,"In the next decades, climate change will put forests in the Hungarian Great Plain in the Carpathian Basin to the test, e.g., changing seasonal patterns, more intense storms, longer dry periods, and pests are expected to occur. To aid in the decision-making process for the conservation of ecosystems depending on forestry, how woods could adapt to changing meso- and microclimatic conditions in the near future needs to be defined. In addition to trendlike warming processes, calculations show an increase in climate extremes, which need to be monitored in accordance with spatial planning, at least for medium-scale mappings. We can use the MODIS sensor dataset if up-to-date terrestrial conditions and multi-decadal geographical processes are of interest. For geographic evaluations of changes, we used vegetation spectral indices; Enhanced Vegetation Index (EVI) and Normalized Difference Vegetation Index (NDVI), based on the summer half year, 16-day MODIS data composites between 2000 and 2017 in an intensively forested study area in the Hungarian Great Plain. We delineated forest areas on the Danube-Tisza Interfluve using Corine Land Cover maps (2000, 2006, and 2012). Mid-year changes over the nearly two-decade-long period are currently in balance; however, based on their reactions, forests are highly sensitive to abrupt changes caused by extreme climatic events. The higher occurrence of years or periods with extreme water shortages marks an observable decrease in biomass production, even in shorter index time series, such as that between 2004 and 2012. In the drought-stricken July-August periods, the effect of a dry year, subsequent to years with more precipitation, immediately pushes back the green mass and the reduction in the biomass production could become persistent, according to climatology predictions. The changes of specific sub-periods in the vegetation period can be evaluated even in a relatively short, 18-year data series, including the change in the growing values of the vegetative growth in spring or the increase in the summertime biomass production. Standardized differences highlight spatial differences in the biomass production; in response to years with the highest (negative) biomass difference; typically, the northern and southwestern parts of the Danube-Tisza Interfluve in the study area have longer lasting losses in biomass production. A comparison of NDVI and EVI values with the PaDI drought index and the vegetation indices of LANDSAT Operational Land Imager sensor respectively confirms our results."
10.1016/j.eneco.2024.107813,"Despite concerted global efforts to curb environmental degradation (proxied by greenhouse gas emissions), climate change mitigation policies appear to be failing in reducing carbon emissions, with considerable differences in the levels and rates of emissions across countries. To bridge the gap between the observed national commitments to climate targets and the reality of rising greenhouse gas emissions, this paper examines how the incentives generated by resource endowments and commodity windfalls (proxied by international commodity price booms or fluctuations) are critical for our understanding. Using a significantly larger and more representative international sample than extant research, we document, applying both static and dynamic econometric techniques to a panel of 179 countries during the period 1970-2018, that a rise in commodity windfalls has a positive and significant effect on carbon emissions. We then explore classification of countries into democracies and autocracies as potential channels for the heterogeneous effects of commodity windfalls on environmental quality, finding that a rise in international prices of exported commodities significantly leads to an increase in carbon emissions in democratic countries, with no significant effect on carbon emissions in autocratic countries. These results are robust to various sensitivity checks."
10.1016/j.gloenvcha.2016.05.009,"This paper presents the overview of the Shared Socioeconomic Pathways (SSPs) and their energy, land use, and emissions implications. The SSPs are part of a new scenario framework, established by the climate change research community in order to facilitate the integrated analysis of future climate impacts, vulnerabilities, adaptation, and mitigation. The pathways were developed over the last years as a joint community effort and describe plausible major global developments that together would lead in the future to different challenges for mitigation and adaptation to climate change. The SSPs are based on five narratives describing alternative socio-economic developments, including sustainable development, regional rivalry, inequality, fossil-fueled development, and middle-of-the-road development. The long-term demographic and economic projections of the SSPs depict a wide uncertainty range consistent with the scenario literature. A multi-model approach was used for the elaboration of the energy, land-use and the emissions trajectories of SSP-based scenarios. The baseline scenarios lead to global energy consumption of 400-1200 EJ in 2100, and feature vastly different land-use dynamics, ranging from a possible reduction in cropland area up to a massive expansion by more than 700 million hectares by 2100. The associated annual CO2 emissions of the baseline scenarios range from about 25 GtCO(2) to more than 120 GtCO(2) per year by 2100. With respect to mitigation, we find that associated costs strongly depend on three factors: (1) the policy assumptions, (2) the socio-economic narrative, and (3) the stringency of the target. The carbon price for reaching the target of 2.6 W/m(2) that is consistent with a temperature change limit of 2 degrees C, differs in our analysis thus by about a factor of three across the SSP marker scenarios. Moreover, many models could not reach this target from the SSPs with high mitigation challenges. While the SSPs were designed to represent different mitigation and adaptation challenges, the resulting narratives and quantifications span a wide range of different futures broadly representative of the current literature. This allows their subsequent use and development in new assessments and research projects. Critical next steps for the community scenario process will, among others, involve regional and sectoral extensions, further elaboration of the adaptation and impacts dimension, as well as employing the SSP scenarios with the new generation of earth system models as part of the 6th climate model intercomparison project (CMIP6). (C) 2017 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/)."
10.1016/j.ecolecon.2024.108342,"We employ detailed monthly temperature data and a nationally representative survey of Chinese older adults to examine the effects of exposure to high temperature on older adults' life satisfaction. A large literature evaluates the objective damage of climate change, but less attention has been paid to subjective well-being of the older population. Given the widely documented distinction of experienced and decision utilities and the trend of global aging, we offer another angle for evaluating the damage of climate change. Our results consistently show that exposure to (extreme) high temperatures significantly lower the older adults' life satisfaction. We link the adaptability of older adults to their life-course experiences and find that early-life resources can be as important as adult-life resources for older adults to adapt to late-life high temperatures. We document both efficiency and equality implications of climate change on the older population."
10.3390/en14248339,"The world has experienced increased impacts of anthropogenic global warming due to increased emissions of greenhouse gases (GHGs), which include carbon dioxide (CO2). Anthropogenic activities that contribute to CO2 emissions include deforestation, usage of fertilizers, and activities related to mining and energy production. The main objective of this paper was to assess the impacts of agriculture and energy production on CO2 emissions in Zambia. This research used econometric analysis, specifically the Autoregressive-Distributed Lag (ARDL) Bounds Test, to analyze the relationship between CO2 emissions and GDP, electricity consumption, agricultural production, and industry value added. The results showed the presence of cointegration, where the variables of CO2 emissions, GDP, electricity, and agriculture converge to a long-run equilibrium at the rate of 74%. Further, there was a short-run causality towards CO2 emissions running from agriculture and the consumption of energy as indicated by the Wald test. This is the first study of its kind that empirically shows the impact of agricultural activities and energy consumption on the Zambian environment through their contribution to CO2 emissions at a macro (country) level. This paper also presents recommendations that are pertinent to mitigate these effects. To deescalate environmental degradation, we propose increasing the number of access points for multiple renewable energy sources across the country; discouraging deforestation, the usage of conventional fertilizers, and the burning of vegetation for fertilizers; encouraging afforestation and reforestation, in addition to providing subsidies, training, and financial support to farmers and entrepreneurs who decide to use environmentally friendly agricultural methods and renewable energy. This research highlights the serious impacts of anthropogenic activities on CO2 emissions. The study was intended to assist Zambian policymakers in formulating and implementing environmentally friendly policy measures or systems that will contribute towards environmental protection commitments and sustainable economic development."
10.1073/pnas.0609584104,"Previous studies have found that atmospheric brown clouds partially offset the warming effects of greenhouse gases. This finding suggests a tradeoff between the impacts of reducing emissions of aerosols and greenhouse gases. Results from a statistical model of historical rice harvests in India, coupled with regional climate scenarios from a parallel climate model, indicate that joint reductions in brown clouds and greenhouse gases would in fact have complementary, positive impacts on harvests. The results also imply that adverse climate changes due to brown clouds and greenhouse gases contributed to the slowdown in harvest growth that occurred during the past two decades."
10.3390/rs15040970,"The rapid loss of Arctic Sea ice cover and thickness diminishes the surface albedo, which increases the ocean's absorption of solar heat and exacerbates the Arctic amplification effect. According to the most recent research from the Intergovernmental Panel on Climate Change, the Sixth Assessment Report (IPCC, AR6), the extent of summer sea ice is anticipated to decrease below 1 million km(2) by the 2050s as a result of the extreme climate. Nevertheless, past and future changes in sea ice albedo radiative forcing and the resulting economic cost remain to be explored in systematic and multi-disciplinary manners. In this study, we first analyze the evolution of Arctic sea ice radiative forcing (SIRF) from 1982 to 2100 using a radiative kernel method based on albedo data from the Polar Pathfinder-Extent (APP-x) and Coupled Model Intercomparison Project 5 (CMIP5). Then, the SIRF is converted to CO2 equivalent emissions via the Dynamic Integrated Model of Climate and Economy (DICE) model. Finally, the associated costs are calculated using the substitute cost method, based on the social cost of carbon to achieve the Paris Agreement targets. The results show that the average Arctic SIRF was -0.75 +/- 0.1 Wmiddotm(-2) between 1982 and 2020, and increased by 0.12 Wmiddotm(-2) during this period. The SIRF in April-June accounts for nearly 77% of the average annual value, with a maximum absolute value of -3.2 Wmiddotm(-2) in May. Through model transformation, it is shown that the Arctic SIRF rising leads to global warming comparable to the effect of an increase of 34.5 Gt of CO2 in the atmosphere relative to pre-industrialization, and results in a loss of 24.4-48.8 trillion USD for climate regulation service (CRS). From 2020 to 2100, in the representative concentration pathway (RCP) 8.5, the Arctic SIRF is projected to increase by 0.31 Wmiddotm(-2). Combined with the discount rate, the estimated average annual cost over the period ranges from 6.7-13.3 trillion USD. These findings provide a systematic understanding of the radiative effect of Arctic sea ice change on the global climate and the corresponding economic cost."
10.1073/pnas.1702436114,"We study how exposure to extreme temperatures in early periods of child development is related to adult economic outcomes measured 30 y later. Our analysis uses administrative earnings records for over 12 million individuals born in the United States between 1969 and 1977, linked to fine-scale, daily weather data and location and date of birth. We calculate the length of time each individual is exposed to different temperatures in utero and in early childhood, and we estimate flexible regression models that allow for nonlinearities in the relationship between temperature and long-run outcomes. We find that an extra day with mean temperatures above 32 degrees C in utero and in the first year after birth is associated with a 0.1% reduction in adult annual earnings at age 30. Temperature sensitivity is evident in multiple periods of early development, ranging from the first trimester of gestation to age 6-12 mo. We observe that household air-conditioning adoption, which increased dramatically over the time period studied, mitigates nearly all of the estimated temperature sensitivity."
10.1016/j.jafr.2024.101373,"The US corn area footprint has changed significantly since the 20th century, declining in the southeastern states while exhibiting an increase or stable variations in the Midwest. As harvested acreage directly impacts the total corn production, understanding the influencing factors is crucial. This study assesses the role of potential drivers on the contrasting trajectories of harvested corn acreage between midwestern and southeastern US. Profit- acreage analysis reveals that antecedent profits/losses have a statistically significant influence on corn acreage changes, with southeastern US, which experienced more loss-making years, also experiencing more frequent reductions in corn acreage. The high number of loss-making years in the Southeast is primarily attributed to the region's low corn yield, influenced by climate and other agro-environmental factors. Using a panel regression model, we find that the loss-making years in the Southeast could have reduced to fewer than 26 out of the considered 45 years, or almost similar to the average in the Midwest, by just increasing the irrigated corn area to 50 %, a realistic irrigated corn area fraction already achieved in several Georgia counties. This underscores the potential for early policy interventions like irrigation facilitation to sustain and expand cropped acreage. However, we also find that this would only be economically feasible with incentives for both the installation and sustained operation of irrigation infrastructure."
10.1080/14693062.2022.2086843,"Labour markets of oil-exporting regions will be impacted by a global transition to low-carbon energy as oil demand reduces to meet the aims of the Paris Agreement. Together with direct job losses in the oil and gas industry, indirect employment effects on other sectors should also be considered to ensure a just transition. We explore these direct and indirect employment impacts that could result from the low-carbon transition by analysing the effect of oil price fluctuations on the labour market of Alberta, a Canadian province economically reliant on oil sands extraction. We employ a mixed methods approach, contextualizing our quantitative analysis with first-hand experiences of career transitions using interviews with oil sands workers. We estimate a vector autoregression for province-wide insights and explore sector-specific dynamics using time series regressions. We find that the price discount on Canadian oil sands, which is determined by local factors like crude oil quality and pipeline capacity, does not significantly affect employment, while the global oil price does. This finding puts in doubt claims of long-term employment benefits from new pipelines. We find that at a provincial scale, oil price fluctuations lead to employment levels also fluctuating. Our analysis at the sectoral level shows that these job fluctuations extend beyond oil and gas to other sectors, such as construction and some service sectors. These findings suggest that the province's current economic dependence on oil creates job precarity because employment in various sectors is sensitive to a volatile oil market. Furthermore, due to this sectoral sensitivity to oil price changes, workers in these sectors may be especially at risk in a low-carbon transition and warrant special attention in the development of provincial and national just transition policies. Transitional assistance can support workers directly, while economic diversification in Alberta can reduce reliance on international oil markets and thereby ensure stable opportunities in existing and new sectors. Key policy insights Decreased global oil demand is likely to create employment risks for workers in Alberta and other fossil fuel producing regions of the world. Current economic dependence on oil sands extraction in Alberta leads to job precarity across sectors, including in those seemingly unrelated to extraction. Proactive economic diversification in anticipation of the low-carbon transition could reduce precarity by mitigating the effects of oil price fluctuations on employment levels in the long term. Workers in sectors with higher oil price sensitivity (i.e. oil and gas, construction, professional services, manufacturing, accommodations, and food services sectors) could be prioritized in coordinated just transition policies at the local, provincial, and national scales. The details of career transitions gleaned from our interviews suggest that tripartite social dialogue would contribute meaningfully to just transition policy development."
10.1016/j.enpol.2023.113628,"The demand for renewable energy is growing worldwide due to environmental degradation. However, in poor countries, the use of renewable energy may be impeded by the level of poverty and income inequality. Therefore, this paper studies the income inequality impact on renewable energy demand in seven South Asian economies by using the balanced panel data from 1996 to 2018. The study employs generalized methods of moments (GMM) estimation technique followed by other econometric approaches to check the robustness of findings. The renewable energy demand function includes economic growth, carbon emissions, and government effectiveness as control variables. The study has found the adverse effects of income inequality, economic growth, and carbon emissions on renewable energy demand. Government effectiveness also drives renewable energy use. The findings are robust and reliable concerning panel data methods used in the analysis. These findings bear important policies for a sustainable environment in South Asian economies."
10.1016/j.scitotenv.2024.171704,"Greenhouse gas emissions are considered the culprit of extreme high temperatures, and low-carbon transformation has become a global consensus. The low-carbon action by enterprises is an inevitable choice if they are to adapt to economic and social needs. Green innovation is an important measure for enterprises to respond to the challenges of low-carbon transformation. This study mainly discusses the causal relationship between extreme high temperatures and green innovation of enterprises. Using China's industrial enterprise database, we construct county-annual panel data from 2000 to 2013. Results show that extreme high temperatures improve the level of green innovation of enterprises. After a series of robustness tests, the results remain. Mechanism analysis shows that extreme high temperatures increase the environmental concerns of the government, the public, and society, thus strengthening government regulation, public participation, and social supervision as well as encouraging enterprises to carry out green innovation. Our heterogeneous analysis shows that in the eastern region with a high level of legal system and economic development, it is easier to promote green innovation for enterprises. In addition, large-scale enterprises are more willing to carry out green innovation after experiencing a heat wave."
10.1038/s41467-021-22211-2,"The large majority of climate change mitigation scenarios that hold warming below 2 degrees C show high deployment of carbon dioxide removal (CDR), resulting in a peak-and-decline behavior in global temperature. This is driven by the assumption of an exponentially increasing carbon price trajectory which is perceived to be economically optimal for meeting a carbon budget. However, this optimality relies on the assumption that a finite carbon budget associated with a temperature target is filled up steadily over time. The availability of net carbon removals invalidates this assumption and therefore a different carbon price trajectory should be chosen. We show how the optimal carbon price path for remaining well below 2 degrees C limits CDR demand and analyze requirements for constructing alternatives, which may be easier to implement in reality. We show that warming can be held at well below 2 degrees C at much lower long-term economic effort and lower CDR deployment and therefore lower risks if carbon prices are high enough in the beginning to ensure target compliance, but increase at a lower rate after carbon neutrality has been reached. Many trajectories for reaching climate change mitigation targets exaggerate the long-term need for CO2 removal (CDR) because they assume an exponentially increasing carbon price. Here the authors analyse alternative carbon price pathways that halt warming while limiting CDR, and may be easier to implement."
10.1007/s11356-019-07092-9,"Forecasting CO2 emissions is the bases of making environmental planning and ecological strategy decisions. This paper constructed a multi-sector intertemporal optimization model to forecast the CO2 emission trends of 14 industrial departments in 31 provinces of China from 2012 to 2050. The results indicate that (1) the energy efficiency level of each province will be improved continuously under the influence of technology progress, and CO2 emissions in most provinces will reach the peak during the forecast period. (2) CO2 emissions of metal-manufacturing industries are the highest in all provinces, and the emissions of transportation service industries, construction industries, and other service industries show a trend of gradual increase from west to east. (3) Under the influence of the capital and technology, CO2 emissions caused by transportation service industries in eastern provinces will reach the peak earlier than those in central and western regions. (4) Combined with the industrial structure and the technical input level, the chemical industries in the western provinces have a great potential for emission reduction. Moreover, construction and transportation industries in the eastern and central provinces have a great potential for emission reduction."
10.1038/s43017-020-0079-1,"The COVID-19 pandemic has caused substantial global impact. This Perspective provides insight into the environmental effects of the pandemic, documenting how it offers an opportunity to better understand the Earth System. Restrictions to reduce human interaction have helped to avoid greater suffering and death from the COVID-19 pandemic, but have also created socioeconomic hardship. This disruption is unprecedented in the modern era of global observing networks, pervasive sensing and large-scale tracking of human mobility and behaviour, creating a unique test bed for understanding the Earth System. In this Perspective, we hypothesize the immediate and long-term Earth System responses to COVID-19 along two multidisciplinary cascades: energy, emissions, climate and air quality; and poverty, globalization, food and biodiversity. While short-term impacts are dominated by direct effects arising from reduced human activity, longer-lasting impacts are likely to result from cascading effects of the economic recession on global poverty, green investment and human behaviour. These impacts offer the opportunity for novel insight, particularly with the careful deployment of targeted data collection, coordinated model experiments and solution-oriented randomized controlled trials, during and after the pandemic."
10.1093/reep/rez003,"In order to support the use of economics in environmental management, revealed preference studies continue to advance the measurement of environmental values. Together with integrated assessment models, these values are ever more useful for environmental management. This article briefly reviews revealed preference methods, which infer values from observed behavior. A new emphasis in this literature has been to exploit the intertemporal properties of panel data to value the environment. These panel methods have great potential, but the literature needs to develop theoretical and empirical best practices. The article also examines the latest empirical results across several environmental issues: climate change, pollution, and conservation. Valuation methods continue to be applied to additional issues and locations. Looking toward the future, technical change and economic growth suggest that additional pollutants and global-scale effects will emerge. Valuation methods need to keep pace with these new developments to be able to address the key environmental management challenges of the future."
10.1007/s10113-020-01625-6,"Heat exposure constitutes a major threat for European workers, with significant impacts on the workers' health and productivity. Climate projections over the next decades show a continuous and accelerated warming over Europe together with longer, more intense and more frequent heatwaves on regional and local scales. In this work, we assess the increased risk in future occupational heat stress levels using the wet bulb globe temperature (WBGT), an index adopted by the International Standards Organization as regulatory index to measure the heat exposure of working people. Our results show that, in large parts of Europe, future heat exposure will indeed exceed critical levels for physically active humans far more often than in today's climate, and labour productivity might be largely reduced in southern Europe. European industries should adapt to the projected changes to prevent major consequences for the workers' health and to preserve economic productivity."
10.5194/nhess-22-2567-2022,"Sustainable flood risk management (SFRM) has become popular since the 1980s. Many governmental and non-governmental organisations have been keen on implementing the SFRM strategies by integrating social, ecological, and economic themes into their flood risk management (FRM) practices. However, the justifications for SFRM are still somewhat embryonic, and it is not yet clear whether this concept is influencing current policies in different countries. This paper reviews the past and current flood management experiences from flood defence to SFRM in four developed countries to highlight lessons for coastal megacities in development. The paper explores recent strategies such as Making Space for Water, Planning Policy Statement 25 (PPS25), and the National Planning Policy Framework (NPPF) in the UK and Room for the River in the Netherlands, which were implemented to mitigate flooding, integrate FRM with sustainability concepts, and deliver sound FRM practice for future generations. In this context, the United States has also established a National Flood Insurance Program (NFIP), and in a different approach, Japan has developed an advanced flood warning and evacuation contingency system to prepare for climatic extremes. These case studies give good lessons in achieving long-term SFRM to deliver sound flood management practices considering socio-economic and environmental concerns. Most developing coastal megacities especially in Asia are still heavily reliant on a traditional hard-engineering approach, which may not be enough to mitigate substantial risks due to human factors (e.g. large population, rapid socio-economic growth, subsidence from excessive groundwater extraction) and natural factors (e.g. climate change including sea-level rise and land subsidence). It is clear that different countries and cities have their interpretation of SFRM, but this paper explores how policymakers can adopt mixed options to move towards long-term thinking about sustainability with social, economic, and environmental considerations."
10.1073/pnas.1008279108,"The Intergovernmental Panel on Climate Change projects that temperatures in the major grain-growing areas of North America will rise by 3-4 degrees C by 2100. Such abrupt changes will create major challenges, significantly altering the area suitable for wheat. The historical record offers insight into the capability of agriculture to adapt to climatic challenges. Using a new county-level dataset on wheat production and climate norms, we show that during the 19th and 20th centuries North American grain farmers pushed wheat production into environments once considered too arid, too variable, and too harsh to cultivate. As summary measures, the median annual precipitation norm of the 2007 distribution of North American wheat production was one-half that of the 1839 distribution, and the median annual temperature norm was 3.7 degrees C lower. This shift, which occurred mostly before 1929, required new biological technologies. The Green Revolution associated with the pioneering work of Norman Borlaug represented an important advance in this longer process of biological innovation. However, well before the Green Revolution, generations of North American farmers overcame significant climatic challenges."
10.1016/j.worlddev.2018.09.026,"While the harmful impact of droughts is well-documented in rural areas, how droughts affect cities' economies remains an open question. Using monthly labour force surveys from 78 cities in Latin America, we demonstrate that large sustained dry events decrease the probability of being employed, hourly wages, hours worked, and labour incomes. Informal workers are impacted the most. We highlight that the impact of droughts is larger than the impact of wet events, like those that cause floods. Health and power outages are two pathways explaining our results. Climate change will increase the occurrence of droughts, making our findings particularly relevant. (C) 2018 Published by Elsevier Ltd."
10.1007/s00181-023-02454-2,"Climate change imposes an existential threat on the globe and has already had sizeable economic costs to countries. Environmental aid flows aim to alleviate the rising concerns of climate change in the developing world. Even though the existing literature has examined the effectiveness of green aid flows for reducing carbon dioxide emissions in the recipient countries, no existing study has examined the effectiveness of different classifications of green aid. Examining the green aid flows to 97 developing countries between 2002 and 2018, we find that all types of green aid significantly reduce carbon dioxide emissions; however, the aid flows targeting the environmental objectives are more effective in reducing carbon dioxide emissions compared to the aid flows that do not target environmental objectives or are not screened. The findings highlight that more aid should be screened and targeted for environmental objectives to increase the effectiveness of green aid flows in developing countries."
10.1016/j.erss.2019.01.017,"The German Energiewende is facing new challenges with increasing shares of fluctuating renewable energies. Slow electricity grid extensions, restrictions in public perception as well as limited transformation progress in other sectors beside electricity cause major drawbacks in greenhouse gas mitigation. Power-to-X (PtX) technologies may be the missing link for a more resilient energy transition and provide both, renewable substitutes for fossil fuels as well as electricity grid balancing services owing to flexible operation and long-term storage abilities. Different PtX concepts proved operability in several worldwide distributed pilot projects. However, little is known yet about potential technical, monetary, societal and resource related scale-up limitations. In this paper, implications of these aspects for a large-scale energy system implementation are shown. From a technical perspective the concept of long-term flexible PtX operation modes is generally feasible and could become key for a more resilient future energy supply. However, economics are still the bottleneck for an extensive diffusion: in two scenarios for 2050 PtX may cause additional national annual energy costs between approx. 10 and 100 billion euros compared to an ongoing fossil fuel supply at current price conditions. Nevertheless, such expenses can be considered as reasonable in contrast to expenses for the compensation of climate change consequences of a future fossil fuel-based energy system."
10.1007/s10640-022-00680-3,"A large fraction of the world's poor rely on rain-fed agriculture, which makes them vulnerable to changes in rainfall patterns. In this paper, we examine whether spatial correlation in rainfall results in these households also being vulnerable to an adverse spatial-spillover effect. In particular, we use household-level panel data from India along with high-resolution meteorological data to show how rural household consumption varies with own-region rainfall as well as rainfall in neighboring areas. We find that while greater own rainfall has a positive effect on rural household consumption, greater rainfall in neighboring regions has an adverse spatial-spillover effect. Our results suggest that when this spillover effect is taken into account, the positive impact of own-region rainfall on household consumption falls by 38 percent."
