DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount,Impacted Sector,Solution,Quantification,Expression,Type of Value,Sample
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,US$/hectare,913.0,,,,,,Table IV,Annual maize production per hectare in the NEB.,3.0,Agriculture,Any,Economic Value,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,times,500.0,,,,,,Page 13,PV energy generation revenue is approximately 500 times the maize production revenue per unit area.,3.0,Energy,PV Solar Energy,Factor,RateOfReturn(),Economic,Lead
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,times higher,500.0,,,,,,Page 15,Economic yield of PV energy production is of the order of 500 times higher per unit area compared to cultivating maize in a year of regular rainfall in the Brazilian Semiarid Northeast.,3.0,Agriculture,Solar PV,Revenue Comparison,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,Multiple,500.0,,,,,,Page 511,"PV generation approximately 500 times larger compared to the gross economic value resulting from the production of rain fed maize, a traditional subsistence culture in the region, per unit area. This comparison accounts for energy generation and maize production values.",3.0,Energy,Any,Economic Value,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,$,6000.0,,,,,,Page 14,Refers to income generation from fish production in an agrivoltaic system.,3.0,Agriculture,Solar PV,Annual Income,MonetaryBenefits,Economic,Lead
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,US$/month,51.0,,,,,,Page 12,Range of potential revenues to landowners from selling energy to the grid.,3.0,All,Any,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,PV Generation,,,US$/month,51.0,,,,,,Page 12,Reference revenues to the landowners (lower bound).,3.0,Energy,PV Generation,Revenue,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,years,7.0,,,,,,Table II,"Payoff time, for 0.02 ha of panels.",3.0,Energy,PV Generation,RateOfReturn,RateOfReturn(),Monetary,Need
10.1108/IJCCSM-09-2018-0067,,Brazil,RCP4.5,,,multiple,2.74,,,,,,Page 10,Revenue from PV generation alone is 2.74 times the interest that would be earned in the financial market at 6.5% interest.,3.0,Energy,PV Solar,Gross Annual Revenue,RateOfReturn(),Monetary,Need
10.1088/2752-5295/acb4b3,,The Maldives,SLR,,,years,5.0,,,,,,"Page 10, 17",Payback <10 years for tourist islands.,3.0,Tourism,Land Raising,Cost-Benefit,MonetaryBenefits,Economic,Lead
10.1088/2752-5295/acb4b3,,Maldives,SLR,,,meters,6.0,,,,,,Page 14,"Elevation to 6m, illustrative.",3.0,Tourism,Land Raising,AdaptationCost,AdaptationCost,Economic,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,$,600.0,,,,,,Fig. 3a,"Property value at year 0/50, oceanfront.",2.0,Coastal Real Estate,Beach Nourishment,Prop Value - Ocean,MonetaryBenefits,Monetary,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,$,400.0,,,,,,Fig. 3a,"Property value at year 0/50, non-oceanfront.",2.0,Coastal Real Estate,Beach Nourishment,Prop Value - Non-Ocean,MonetaryBenefits,Monetary,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,m,75.0,,,,,,Fig. 3b,Beach width at year 0 and 50.,2.0,Coastal Real Estate,Beach Nourishment,Beach Width,,,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,pct.,50.0,,,,,,Fig. 3c,Investor Share at year 0 and 50.,2.0,Coastal Real Estate,Beach Nourishment,Investor Share,,Economic,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,pct.,0.0,,,,,,Fig. 3d,Return rate at year 0 and 50.,2.0,Coastal Real Estate,Beach Nourishment,Return Rate,RateOfReturn(),Economic,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,pct.,40.0,,,,,,Fig. 3e,Tax rate at year 0 and 50.,2.0,Coastal Real Estate,Beach Nourishment,Tax Rate,,Fiscal,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,pct.,40.0,,,,,,Fig. 3f,Risk premium at year 0.,2.0,Coastal Real Estate,Beach Nourishment,Risk Premium,,Economic,Need
10.1038/s41467-024-46548-6,,USA,Baseline,,,pct.,20.0,,,,,,Fig. 3f,Risk premium at year 50.,2.0,Coastal Real Estate,Beach Nourishment,Risk Premium,,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD,35.0,,,,,,,Page 45,3.0,All,Infrastructure,CapExCost,AdaptationCost,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,8.0,,,,,10.0,Page 45,Total annual benefits with all infrastructures,3.0,All,Infrastructure,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,6.0,,,,,8.0,Page 45,Incremental value of benefits above existing infrastructure,3.0,All,Infrastructure,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,4.0,,,,,6.0,Page 45,"Conservative estimate of incremental benefits, low downstream water use values",3.0,All,Infrastructure,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,%,7.9,,,,,,,Page 45,3.0,All,Infrastructure,RateOfReturn,RateOfReturn(),Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,%,6.1,,,,,,,Page 45,3.0,All,Infrastructure,RateOfReturn,RateOfReturn(),Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,1.7,,,,,,,page 45,3.0,Irrigation,Dams,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,0.8,,,,,,,page 45,3.0,Irrigation,Dams,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, Various",,,billion USD / yr,1.3,,,,,,,page 45,3.0,Irrigation,Dams,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, 2050, GCMs",,,US$ billion/yr,4.0,,,,,8.0,Page 47,Energy and dry season water supply benefits.,3.0,Energy,Dams,Hydrological & Econ,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, 2050, GCMs",,,US$ billion/yr,4.0,,,,,6.0,Page 47,From hydropower.,3.0,Hydropower,Dams,Hydrological & Econ,MonetaryBenefits,Economic,Need
10.2166/wp.2013.107,,"Nepal, Bangladesh","A2, GCMs",,,billion USD / yr,4.0,,,,,6.0,page 47,From Hydropower,3.0,Hydropower,Dams,MonetaryBenefits,MonetaryBenefits,Economic,Need
10.5194/hess-20-4143-2016,,Global,Historical,,,10^6 USD,1122.0,,,,95%,10606.0,Table 4,Equivalent to 0.002–0.019% of total global GDP.,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Middle East and North Africa,Historical,,,Percent of GDP,0.032,,,,95%,0.306,Page 4153,MENA,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP1,,,10^6 m3 yr-1,4050.0,,,,,,Table 4,2025,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP2,,,10^6 m3 yr-1,5344.0,,,,,,Table 4,2025,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP3,,,10^6 m3 yr-1,6030.0,,,,,,Table 4,2025,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP1,,,10^6 m3 yr-1,18702.0,,,,,,Table 4,2055,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP2,,,10^6 m3 yr-1,40306.0,,,,,,Table 4,2055,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP3,,,10^6 m3 yr-1,48638.0,,,,,,Table 4,2055,3.0,Water,Desalination,Production Volume,BaselineImpact,,Need
10.5194/hess-20-4143-2016,,Global,SSP1,,,10^6 USD,1620.0,,,,95%,15310.0,Table 4,2025,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP2,,,10^6 USD,2138.0,,,,95%,20201.0,Table 4,2025,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP3,,,10^6 USD,2412.0,,,,95%,22793.0,Table 4,2025,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP1,,,10^6 USD,7481.0,,,,95%,70695.0,Table 4,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP2,,,10^6 USD,16123.0,,,,95%,152358.0,Table 4,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP3,,,10^6 USD,19455.0,,,,95%,183851.0,Table 4,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP1,,,Percent of GDP,0.002,,,,95%,0.022,Table 4,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP2,,,Percent of GDP,0.006,,,,95%,0.06,Table 4,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Global,SSP3,,,Percent of GDP,0.011,,,,95%,0.1,Page 4153,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.5194/hess-20-4143-2016,,Middle East and North Africa,SSP3,,,Percent of GDP,0.121,,,,95%,1.147,Page 4153,2055,3.0,Water,Desalination,Production Cost,AdaptationCost,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,Any,,,%,37.9,,,,,,,"Page 1, Abstract, Page 9",3.0,Agriculture,Adaptation,Econometric Modeling,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,37.9,,5.3%,,54.8%,,"Page 2, Page 12",Percentage of short-run impacts of extreme heat exposure on China's agricultural TFPs mitigated by long-run adaptations. 95% confidence interval [CI] provided. Multiple reviewers identify this value and CI.,3.0,Agriculture,Adaptation,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,46.8,,30.2%,,58.0%,,"Page 2, Page 13",Percentage of short-run effect of extreme heat exposure on China's agricultural yield offset in the long run. 95% confidence interval [CI] provided. Multiple reviewers identify this value and CI. Implies adaptation in input usage.,3.0,Agriculture,Adaptation,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCP2.6/RCP8.5,,,%,46.8,,,,,,,"Table 6 Panel C, Abstract",3.0,Agriculture,Adaptation,Econometric Modeling,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCP2.6/RCP8.5,,,%,37.9,,,,,,,"Table 6 Panel C, Abstract",3.0,Agriculture,Adaptation,Econometric Modeling,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,"RCP2.6, RCP8.5",,,%,37.76,,5%,5.29,95%,54.75,Table A6,Bootstrap estimate of (1-β_2LD/β_2FE)*100% for agricultural TFP (CD-SFA-w/CRS) for 1981-2015. Reviewers report both 5% and 95% CI,3.0,Agricultural,Adaptation,Bootstrapping,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,"RCP2.6, RCP8.5",,,%,47.19,,5%,30.2,95%,58.04,Table A6,"Bootstrap estimate of (1-β_2LD/β_2FE)*100% for Yield, 1981-2015. Reviewers report both 5% and 95% CI",3.0,Agricultural,Adaptation,Bootstrapping,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,46.8,,5%,30.2,95%,58.04,Table 6,Adaptation is the percentage of short-run yield impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.  Multiple Reviewers,3.0,Agriculture,Adaptation,Adaptation Percentage,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,37.89,,5%,5.29,95%,54.75,Table 6,Adaptation is the percentage of short-run TFP impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.  Multiple Reviewers,3.0,Agriculture,Adaptation,Adaptation Percentage,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,58.33,,5%,42.03,95%,69.39,Table 6,Adaptation is the percentage of short-run Labor impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles. Multiple Reviewers,3.0,Agriculture,Adaptation,Adaptation Percentage,AvoidedImpact,Economic,Need
10.1016/j.jdeveco.2020.102557,,China,RCPs,,,%,64.36,,5%,56.24,95%,70.03,Table 6,Adaptation is the percentage of short-run Fertilizer impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles. Multiple Reviewers,3.0,Agriculture,Adaptation,Adaptation Percentage,AvoidedImpact,Economic,Need
10.1029/2022EF003106,,"US, Brazil, Argentina",SSP1-2.6,,,times less frequent,11.0,,,,,,,"Page 6, Page 9",2.0,Agriculture,Adaptation,Frequency of 2012 analogs,NonMonetaryBenefits,Economic,Need
10.1029/2022EF003106,,"US, Brazil, Argentina",SSP5-8.5,,,times less frequent,16.0,,,,,,,"Page 6, Page 9",2.0,Agriculture,Adaptation,Frequency of 2012 analogs,NonMonetaryBenefits,Economic,Need
10.1029/2022EF003106,,"US, Brazil, Argentina",SSP1-2.6,,,%,4.0,,,,,,,"Page 6, Page 9",2.0,Agriculture,Adaptation,Soybean yield loss reduction,AvoidedImpact,Economic,Need
10.1029/2022EF003106,,"US, Brazil, Argentina",SSP5-8.5,,,%,15.0,,,,,,,"Page 6, Page 9",2.0,Agriculture,Adaptation,Soybean yield loss reduction,AvoidedImpact,Economic,Need
10.1007/978-0-387-09410-6,,United States,Katrina Landfall,,,percent,8.0,,50%,7.0,90%,9.0,page 383,"Instantaneous reduction after the shock due to Hurricane Katrina in Louisiana, using the Adaptive Regional Input-Output (ARIO) model.",3.0,All,Any,Economic production reduction,BaselineImpact,Economic,Need
10.1007/978-0-387-09410-6,,United States,Katrina Landfall,,,years,10.0,,50%,9.0,90%,11.0,page 383,"Model predicts the Louisiana economy will require about 10 years to fully recover from the economic shock due to Hurricane Katrina, using the Adaptive Regional Input-Output (ARIO) model.",3.0,All,Any,Reconstruction period,NonMonetaryBenefits,Economic,Need
10.1007/978-0-387-09410-6,,United States,Katrina,,,% of GSP,4.5,,50%,4.0,90%,5.0,page 384,Observed growth loss due to Hurricane Katrina,3.0,All,Any,Production loss,BaselineImpact,Economic,Need
10.1007/978-0-387-09410-6,,United States,Katrina,,,Ratio,1.44,,50%,1.3,90%,1.6,page 379,For a disaster with $100 billion direct losses.,3.0,Economic Amplification Ratio,Any,Indirect Loss Estimation,AdaptationCost,Economic,Need
10.1007/978-0-387-09410-6,,United States,Katrina,,,billion USD,154.0,,50%,140.0,90%,170.0,Page 385,"Total losses, production loss plus production dedicated to reconstruction instead of normal consumption.",3.0,All,Reconstruction,Indirect Loss Estimation,AdaptationCost,Economic,Need
10.1007/978-0-387-09410-6,,United States,Present climate,,,million U.S.$ per landfall,-1578.0,,50%,-1500.0,90%,-1650.0,p. 377,"Mean direct losses due to synthetic hurricanes, present climate, per landfall.",3.0,Direct losses,Any,Hurricane Damage Costs,BaselineImpact,Economic,Need
10.1007/978-0-387-09410-6,,United States,Present climate,,,million U.S.$ per track,-980.0,,50%,-900.0,90%,-1050.0,p. 377,"Mean direct losses due to synthetic hurricanes, present climate, per track.",3.0,Direct losses,Any,Hurricane Damage Costs,BaselineImpact,Economic,Need
10.1007/978-0-387-09410-6,,United States,Post-Andrew Code,,,USD billion,10.4,,50%,9.0,90%,12.0,Page 379,Combined loss reduction to residences and commercial property.,3.0,Property Damage,Any,Loss reduction,BaselineImpact,Monetary,Need
10.1007/978-0-387-09410-6,,United States,Modified Climate,,,Percentage,59.0,,50%,50.0,90%,68.0,Page 387,A 10% increase in potential hurricane intensity results in a 59% increase in total economic losses.,3.0,Total losses,Any,Total Economic Loss Increase,BaselineImpact,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-23.4,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-24.5,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-19.8,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-86.0,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-92.6,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-76.4,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-76.5,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-19.6,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-12.3,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-19.7,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-12.2,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-14.5,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-16.5,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-14.7,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing precipitation,,,kg ha-1 yr-1,-16.4,,,,,,,Table 1,3.0,Agriculture,Adaptation,Crop yield trend,NonMonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Climate scenarios,,,USD / ha,160.0,,,,,,,"Page 9, Fig. 5a",3.0,Agriculture,Adaptation,Economic returns,MonetaryBenefits,Economic,Need
10.3354/cr00807,,Argentina,Decreasing Precipitation,,,$ ha^-1,60.0,,,,,,,Fig. 5a,3.0,Agriculture,Adaptation,Economic Profits,MonetaryBenefits,Monetary,Need
10.3354/cr00807,,Argentina,Climate scenarios,,,%,35.0,,,,,,,"Page 9, Fig. 5b",3.0,Agriculture,Adaptation,PNER,AvoidedImpact,Economic,Need
10.3354/cr00807,,Argentina,No adaptation,,,%,0.35,,,,,,,Page 9,3.0,Agriculture,Adaptation,Prob Negative Returns,AvoidedImpact,Economic,Need
10.3354/cr00807,,Argentina,Decreasing Precipitation,,,,0.2,,,,,,,Fig. 5b,3.0,Agriculture,Adaptation,PNER,AvoidedImpact,Monetary,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,USD/Ha,4.0,,,,,15.0,"Page 2, Projection",Marginal impact benefits observed in areas with sufficient irrigation facilities; 1mm/month rainfall and 10°C temperature increase linked to increase in net crop income.,1.0,Agriculture,Irrigation,MarginalImpact,MonetaryBenefits [USD/Ha],Economic,Lead
10.1108/IJCCSM-04-2018-0030,,Bangladesh,Projected Climate Scenarios,,,USD/Ha,25.0,,,,,84.0,"Page 2, Projection",Estimated increase in net crop income per hectare as projected by Global Circulation Models.,1.0,Agriculture,General Adaptation,EstimatedFutureImpact,MonetaryBenefits [USD/Ha],Economic,Lead
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,46.4,,,,,,Page 10,Impact of access to irrigation on net crop income. p < 0.05,1.0,Agriculture,Irrigation,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,50.55,,,,,,Page 10,Impact of clay soil on net crop income. p < 0.1,1.0,Agriculture,Soil Management,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,50.11,,,,,,Page 10,Impact of access to agricultural extension services on net crop income. p < 0.1,1.0,Agriculture,Extension Services,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US $/Ha,24.77,6.04,,,,,Table VII,"BNU-ESM, 2021-2060",1.0,Agriculture,Any,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US $/Ha,44.29,10.79,,,,,Table VII,"CanESM2, 2021-2060",1.0,Agriculture,Any,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US $/Ha,60.82,14.82,,,,,Table VII,"BNU-ESM, 2061-2100",1.0,Agriculture,Any,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US $/Ha,93.82,22.86,,,,,Table VII,"CanESM2, 2061-2100",1.0,Agriculture,Any,Ricardian Regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,25.0,,,,,,Page 14,"Projected increase in net crop income for Bangladesh, average across climate zones, BNU-ESM AOGCM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,84.0,,,,,,Page 14,"Projected increase in net crop income for Bangladesh, average across climate zones, BNU-ESM AOGCM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,20.55,5.0,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,56.6,13.79,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,38.78,9.45,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,89.6,21.84,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,23.44,5.71,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,68.83,16.77,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,52.29,12.74,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,101.82,24.81,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,58.5,14.26,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,94.55,23.04,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,78.02,19.01,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,126.67,30.87,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,34.42,8.39,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,70.47,17.17,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
