DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount
10.1371/journal.pone.0266811,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017.0,No CC,%,-3.9,,,,,,12,"EGA, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C",3.0
10.1371/journal.pone.0266811,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017.0,No CC,%,-0.3,,,,,,12,"Construction, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C",3.0
10.1371/journal.pone.0266811,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017.0,No CC,%,-0.7,,,,,,12,"Commerce, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C",3.0
10.1371/journal.pone.0266811,GDP growth rate,Chile,Various,2017.0,No CC,%,0.1,,,,,,13,Based on 0.26°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2050.0,No CC,%,9.8,,,,,,13,Based on 1.0°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2050.0,No CC,%,14.0,,,,,,13,Based on 1.3°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2050.0,No CC,%,15.5,,,,,,13,Based on 1.4°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2050.0,No CC,%,26.0,,,,,,13,Based on 2.0°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2100.0,No CC,%,36.3,,,,,,13,Based on 1.0°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2100.0,No CC,%,105.6,,,,,,13,Based on 1.8°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2100.0,No CC,%,164.4,,,,,,13,Based on 2.2°C warming,3.0
10.1371/journal.pone.0266811,GDP level,Chile,Various,2100.0,No CC,%,738.0,,,,,,13,Based on 3.7°C warming,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Central Tendency,2030.0,No CC,millions of people,25.0,,,18.0,,30.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Central Tendency,2050.0,No CC,millions of people,40.0,,,9.0,,78.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Central Tendency,2070.0,No CC,millions of people,32.0,,,4.0,,130.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Tipping Points,2030.0,No CC,millions of people,57.0,,,40.0,,72.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Tipping Points,2050.0,No CC,millions of people,78.0,,,18.0,,193.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,Tipping Points,2070.0,No CC,millions of people,56.0,,,7.0,,306.0,Abstract,Climate-attributable extreme poverty,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-1.1,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2030.0,No CC,trillions of 2011 US$,-6.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2030.0,No CC,trillions of 2011 US$,-5.7,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-5.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-5.1,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2030.0,No CC,trillions of 2011 US$,-6.9,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-17.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2050.0,No CC,trillions of 2011 US$,-37.4,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2050.0,No CC,trillions of 2011 US$,-39.2,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-27.3,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-31.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2050.0,No CC,trillions of 2011 US$,-65.7,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-78.8,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2070.0,No CC,trillions of 2011 US$,-103.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2070.0,No CC,trillions of 2011 US$,-132.9,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-83.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-100.8,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2070.0,No CC,trillions of 2011 US$,-344.1,,,,,,,,3.0
10.1007/s10584-023-03611-3,Gini,Global,IFs-RCP 6.0,2030.0,No CC,absolute score,0.01,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP1-RCP 2.6,2030.0,No CC,absolute score,0.012,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP2-RCP 4.5,2030.0,No CC,absolute score,0.012,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP3-RCP 6.0,2030.0,No CC,absolute score,0.01,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP4-RCP 6.0,2030.0,No CC,absolute score,0.01,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP5-RCP 8.5,2030.0,No CC,absolute score,0.016,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,IFs-RCP 6.0,2050.0,No CC,absolute score,0.028,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP1-RCP 2.6,2050.0,No CC,absolute score,0.022,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP2-RCP 4.5,2050.0,No CC,absolute score,0.029,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP3-RCP 6.0,2050.0,No CC,absolute score,0.023,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP4-RCP 6.0,2050.0,No CC,absolute score,0.023,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP5-RCP 8.5,2050.0,No CC,absolute score,0.042,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,IFs-RCP 6.0,2070.0,No CC,absolute score,0.046,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP1-RCP 2.6,2070.0,No CC,absolute score,0.023,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP2-RCP 4.5,2070.0,No CC,absolute score,0.042,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP3-RCP 6.0,2070.0,No CC,absolute score,0.035,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP4-RCP 6.0,2070.0,No CC,absolute score,0.036,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Gini,Global,SSP5-RCP 8.5,2070.0,No CC,absolute score,0.074,,,,,,,Increase in global inequality driven by temperature change,3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP1-RCP 2.6,2030.0,No CC,millions of people,18.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP3-RCP 6.0,2030.0,No CC,millions of people,30.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP5-RCP 8.5,2030.0,No CC,millions of people,24.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP1-RCP 2.6,2050.0,No CC,millions of people,9.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP3-RCP 6.0,2050.0,No CC,millions of people,78.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP5-RCP 8.5,2050.0,No CC,millions of people,20.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP1-RCP 2.6,2070.0,No CC,millions of people,4.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP3-RCP 6.0,2070.0,No CC,millions of people,130.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Poverty,Global,SSP5-RCP 8.5,2070.0,No CC,millions of people,39.0,,,,,,,Extreme poverty ($1.90/day),3.0
10.1007/s10584-023-03611-3,Inequality,Global,Various,2030.0,No CC,%,2.4,,,,,4.3,,Gini coefficient increase due to climate change,3.0
10.1007/s10584-023-03611-3,Inequality,Global,Various,2050.0,No CC,%,5.5,,,,,12.7,,Gini coefficient increase due to climate change,3.0
10.1007/s10584-023-03611-3,Inequality,Global,Various,2070.0,No CC,%,7.5,,,,,23.9,,Gini coefficient increase due to climate change,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2030.0,No CC,millions of people,29.1,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2050.0,No CC,millions of people,65.1,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2070.0,No CC,millions of people,72.0,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2030.0,No CC,millions of people,48.2,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2050.0,No CC,millions of people,125.1,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2070.0,No CC,millions of people,161.7,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2030.0,No CC,millions of people,53.0,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2050.0,No CC,millions of people,164.6,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,IFs-RCP 6.0,2070.0,No CC,millions of people,295.1,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2030.0,No CC,millions of people,18.3,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2050.0,No CC,millions of people,9.2,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2070.0,No CC,millions of people,4.0,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2030.0,No CC,millions of people,38.2,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2050.0,No CC,millions of people,20.3,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2070.0,No CC,millions of people,6.3,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2030.0,No CC,millions of people,55.7,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2050.0,No CC,millions of people,50.4,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP1-RCP 2.6,2070.0,No CC,millions of people,15.0,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2030.0,No CC,millions of people,24.7,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2050.0,No CC,millions of people,39.9,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2070.0,No CC,millions of people,32.0,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2030.0,No CC,millions of people,46.9,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2050.0,No CC,millions of people,83.3,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2070.0,No CC,millions of people,72.5,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2030.0,No CC,millions of people,62.7,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2050.0,No CC,millions of people,144.9,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP2-RCP 4.5,2070.0,No CC,millions of people,144.9,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2030.0,No CC,millions of people,29.5,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2050.0,No CC,millions of people,77.9,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2070.0,No CC,millions of people,130.1,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2030.0,No CC,millions of people,49.6,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2050.0,No CC,millions of people,130.6,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2070.0,No CC,millions of people,234.9,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2030.0,No CC,millions of people,56.9,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2050.0,No CC,millions of people,156.4,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP3-RCP 6.0,2070.0,No CC,millions of people,325.5,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2030.0,No CC,millions of people,27.8,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2050.0,No CC,millions of people,72.5,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2070.0,No CC,millions of people,116.9,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2030.0,No CC,millions of people,45.4,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2050.0,No CC,millions of people,107.3,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2070.0,No CC,millions of people,189.1,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2030.0,No CC,millions of people,53.0,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2050.0,No CC,millions of people,117.8,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP4-RCP 6.0,2070.0,No CC,millions of people,229.7,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2030.0,No CC,millions of people,24.1,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2050.0,No CC,millions of people,20.2,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2070.0,No CC,millions of people,38.6,,,,,,,Poverty at $1.90 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2030.0,No CC,millions of people,50.1,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2050.0,No CC,millions of people,38.3,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2070.0,No CC,millions of people,48.2,,,,,,,Poverty at $3.20 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2030.0,No CC,millions of people,71.3,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2050.0,No CC,millions of people,87.7,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,Poverty,175 countries,SSP5-RCP 8.5,2070.0,No CC,millions of people,79.2,,,,,,,Poverty at $5.50 threshold,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-36.8,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2030.0,No CC,trillions of 2011 US$,-41.5,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2030.0,No CC,trillions of 2011 US$,-40.6,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-38.9,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2030.0,No CC,trillions of 2011 US$,-40.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2030.0,No CC,trillions of 2011 US$,-44.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-326.1,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2050.0,No CC,trillions of 2011 US$,-431.5,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2050.0,No CC,trillions of 2011 US$,-389.8,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-326.3,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2050.0,No CC,trillions of 2011 US$,-371.5,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2050.0,No CC,trillions of 2011 US$,-529.3,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,IFs-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-1112.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP1-RCP 2.6,2070.0,No CC,trillions of 2011 US$,-1644.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP2-RCP 4.5,2070.0,No CC,trillions of 2011 US$,-1422.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP3-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-1033.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP4-RCP 6.0,2070.0,No CC,trillions of 2011 US$,-1261.0,,,,,,,,3.0
10.1007/s10584-023-03611-3,GDP,Global,SSP5-RCP 8.5,2070.0,No CC,trillions of 2011 US$,-2340.0,,,,,,,,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1,2080.0,No CC,%,-3.0,,,,,,,Page 1,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1,2080.0,No CC,%,-36.0,,,,,,,Page 1,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2,2080.0,No CC,%,-12.0,,,,,,,Page 1,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2,2080.0,No CC,%,-46.0,,,,,,,Page 1,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1,2100.0,No CC,%,-3.0,,,,,,,p.17,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1,2100.0,No CC,%,-36.0,,,,,,,p.17,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2,2100.0,No CC,%,-12.0,,,,,,,p.17,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2,2100.0,No CC,%,-46.0,,,,,,,p.17,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2 medium term UKMO-HadCM3,2050.0,Baseline,%,-21.6,,0%,-27.2,25%,-10.6,Page 16,Projections based on UKMO-HadCM3 model for medium-term under A2 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2 long term UKMO-HadCM3,2080.0,Baseline,%,-38.0,,0%,-45.6,25%,-14.8,Page 16,Projections based on UKMO-HadCM3 model for long-term under A2 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A1B medium term UKMO-HadCM3,2050.0,Baseline,%,-27.7,,0%,-35.9,25%,-12.9,Page 16,Projections based on UKMO-HadCM3 model for medium-term under A1B scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A1B long term UKMO-HadCM3,2080.0,Baseline,%,-37.6,,0%,-45.7,25%,-15.8,Page 16,Projections based on UKMO-HadCM3 model for long-term under A1B scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1 medium term UKMO-HadCM3,2050.0,Baseline,%,-13.9,,0%,-19.6,25%,-5.2,Page 16,Projections based on UKMO-HadCM3 model for medium-term under B1 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1 long term UKMO-HadCM3,2080.0,Baseline,%,-28.7,,0%,-36.0,25%,-16.1,Page 16,Projections based on UKMO-HadCM3 model for long-term under B1 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2 medium term PCM,2050.0,Baseline,%,-8.4,,0%,-10.3,25%,-5.2,Page 16,Projections based on PCM model for medium-term under A2 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A2 long term PCM,2080.0,Baseline,%,-18.9,,0%,-20.8,25%,-11.9,Page 16,Projections based on PCM model for long-term under A2 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A1B medium term PCM,2050.0,Baseline,%,-14.4,,0%,-17.0,25%,-7.4,Page 16,Projections based on PCM model for medium-term under A1B scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,A1B long term PCM,2080.0,Baseline,%,-19.5,,0%,-21.9,25%,-13.5,Page 16,Projections based on PCM model for long-term under A1B scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1 medium term PCM,2050.0,Baseline,%,-4.2,,0%,-8.5,25%,-3.0,Page 16,Projections based on PCM model for medium-term under B1 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,B1 long term PCM,2080.0,Baseline,%,-7.0,,0%,-8.9,25%,-2.8,Page 16,Projections based on PCM model for long-term under B1 scenario.,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,Slowest warming scenario,2100.0,No CC,%,-36.0,,,,,,,Page 17,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,Most rapid warming scenario,2100.0,No CC,%,-46.0,,,,,,,Page 17,3.0
10.1016/j.jeem.2017.07.009,Value added per worker,China,,2002.0,No CC,%,0.0217,0.0068,,,,,,p. 264,3.0
10.1016/j.jeem.2017.07.009,Value added per worker,China,,2002.0,No CC,%,0.0163,0.007,,,,,,p. 264,3.0
10.1016/j.jeem.2017.07.009,Value added per worker,China,,2002.0,No CC,%,-0.0346,0.0075,,,,,,p. 264,3.0
10.1016/j.jeem.2017.07.009,Value added per worker,China,,2002.0,No CC,%,-0.0451,0.0084,,,,,,p. 264,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased summer temperature,%,-3.5,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased summer temperature,%,-5.6,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased spring temperature,%,1.6,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased spring temperature,%,2.2,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Summer Temperature in t-1,%,-1.9,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Summer Temperature in t-1,%,-2.0,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Winter Temperature in t-1,%,-1.8,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Winter Temperature in t-1,%,-3.2,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Spring Temperature in t-1,%,3.4,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Spring Temperature in t-1,%,3.9,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Fall Temperature in t-1,%,2.2,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Fall Temperature in t-1,%,2.4,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased summer temperature,%,-3.5,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased summer temperature,%,-4.5,,,,,,,265,3.0
